Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,County,Metro Area,Phone Number Combined,Primary SIC Description,Primary SIC Year Appeared,SIC Code 1 Description,Location Sales Volume Actual,Location Employee Size Range,Own or Lease
S M III Woodbridge Plaza LLC,Business,Owner,485 US Highway 1,Avenel,NJ,07001,Middlesex,"New York, NY-NJ",(732) 855-6970,Real Estate Management,2013,Real Estate Management,"$380,000",1 to 4,Lease
S Pae Realty LLC,S,Pae,485 U S Highway No 1,Edison,NJ,08817,Middlesex,"New York, NY-NJ",(732) 777-7980,Real Estate Management,2021,Real Estate Management,"$632,000",5 to 9,Own
S T Peterson & Co Inc,Susan,Wolstroner,4262 US Highway 1,Monmouth Junction,NJ,08852,Middlesex,"New York, NY-NJ",(732) 329-1660,Real Estate Management,2012,Real Estate Management,"$380,000",1 to 4,Lease
Samir Realty,Samir,Shehata,886 Livingston Ave,North Brunswick,NJ,08902,Middlesex,"New York, NY-NJ",(732) 246-4005,Real Estate,2003,Real Estate,"$885,000",5 to 9,Own
SAP Realty LLC,Business,Owner,331 W Front St,Florence,NJ,08518,Burlington,"Phl, PA-NJ-DE-MD",(609) 499-2693,Real Estate,2013,Real Estate,"$238,000",1 to 4,Own
Scott & Scott,Donald A,Broggi,49 Woodbridge Ave # 301,Highland Park,NJ,08904,Middlesex,"New York, NY-NJ",(732) 572-1121,Real Estate Management,1984,Real Estate Management,"$506,000",1 to 4,Lease
Shamco,Business,Owner,505 Thornall St # 403,Edison,NJ,08837,Middlesex,"New York, NY-NJ",(718) 856-4900,Real Estate Management,2020,Real Estate Management,"$380,000",1 to 4,Lease
Sharbell Development Corp,Business,Owner,4605 Nottingham Way,Hamilton Square,NJ,08690,Mercer,"Trenton, NJ",(609) 588-5916,Real Estate Management,2012,Real Estate Management,"$379,000",1 to 4,Lease
Sig 106 LLC,Business,Owner,106 Allen Rd,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",(908) 604-8571,Real Estate Management,2018,Real Estate Management,"$270,000",1 to 4,Own
Silver Management,Robert,Benkovitz,114 Rabbit Hill Rd,Princeton Junction,NJ,08550,Mercer,"Trenton, NJ",(609) 275-8337,Real Estate Management,2014,Real Estate Management,"$379,000",1 to 4,Unknown
Silverman Group,Dan,Lacz,195 Morristown Rd,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",(973) 765-0100,Real Estate Management,2016,Real Estate Management,"$809,000",5 to 9,Unknown
SL Management Group,Business,Owner,106 Allen Rd,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",(908) 604-7890,Management Services,2013,Management Services,"$778,000",1 to 4,Lease
Smyth Property Management,Glenn,Smyth,700 Route 130 N,Cinnaminson,NJ,08077,Burlington,"Phl, PA-NJ-DE-MD",(856) 829-5877,Real Estate Management,2015,Real Estate Management,"$357,000",1 to 4,Own
Society Hill Somerset One,Joel,Goldman,137 Pear Tree Ln,Franklin Park,NJ,08823,Somerset,"New York, NY-NJ",(732) 821-6803,Real Estate Management,2013,Real Estate Management,"$135,000",1 to 4,Own
Somerset County Ofc-Instttns,Business,Owner,27 Warren St,Somerville,NJ,08876,Somerset,"New York, NY-NJ",(908) 707-1023,Real Estate Management,2012,Real Estate Management,"$405,000",1 to 4,Unknown
Somerset Hills Property Mgmt,Business,Owner,566 Allen Rd # 5054,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",(908) 227-8875,Real Estate Management,2016,Real Estate Management,"$405,000",1 to 4,Lease
Spring Hill Realty Co NJ,Leo,Orloski,3747 Church Rd,Mount Laurel,NJ,08054,Burlington,"Phl, PA-NJ-DE-MD",(856) 727-7640,Real Estate Management,1997,Real Estate Management,"$951,000",5 to 9,Unknown
Spring Ridge Master Assn,Kara,Kennelly,Spring Valley Blvd,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",(908) 647-6070,Real Estate Management,1987,Real Estate Management,"$539,000",1 to 4,Own
Spring Street Realty LLC,Business,Owner,41 Spring St,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 252-1828,Real Estate Management,2014,Real Estate Management,"$253,000",1 to 4,Lease
Star 9 Properties LLC,Guilherme,Ferreira,31 Duclos Ln,Edison,NJ,08817,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2016,Real Estate Management,"$253,000",1 to 4,Lease
Straube Center,Win,Straube,1 Straube Center Blvd,Pennington,NJ,08534,Mercer,"Trenton, NJ",(609) 737-3322,Real Estate,2012,Real Estate,"$506,000",1 to 4,Lease
Sureway Property Management,Ken,Wolson,750 Route 73 S # 206,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 552-0505,Real Estate Management,2018,Real Estate Management,"$357,000",1 to 4,Unknown
Sweet Home Realty LLC,Business,Owner,207 Omni Dr,Hillsborough,NJ,08844,Somerset,"New York, NY-NJ",(732) 595-0966,Real Estate,2010,Real Estate,"$539,000",1 to 4,Unknown
T K Eatery Inc,Ryoung,Seo,363 George St,New Brunswick,NJ,08901,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2015,Real Estate Management,"$253,000",1 to 4,Lease
Taylor Management Co,Jeffrey,Shiffman,100 Franklin Square Dr # 203,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 764-1001,Real Estate Management,2012,Real Estate Management,"$674,000",5 to 9,Unknown
Thompson Management LLC,Archibald S,Reid,195 Nassau St # 1,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 921-7655,Real Estate Management,2006,Real Estate Management,"$127,000",1 to 4,Unknown
Tiger Property Management LLC,Yu,Li,14 White Tail Ln,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",Not Available,Real Estate Management,2018,Real Estate Management,"$270,000",1 to 4,Unknown
TMK Property Mgmt & Consltng,Business,Owner,169 Washington Rd,Princeton,NJ,08540,Mercer,"Trenton, NJ",(609) 452-8785,Real Estate Management,2018,Real Estate Management,"$253,000",1 to 4,Unknown
Todays Investments LLC,James,Gendek,971 Lanning Ave,Lawrence Township,NJ,08648,Mercer,"Trenton, NJ",(609) 557-7990,Real Estate Management,2013,Real Estate Management,"$506,000",1 to 4,Unknown
Todd Real Estate Invstmnt LLC,Business,Owner,505 Clark Cir,Flemington,NJ,08822,Hunterdon,"New York, NY-NJ",(908) 237-2665,Real Estate,2012,Real Estate,"$240,000",1 to 4,Own
Top Notch Landscaping,Business,Owner,8 Bates Ct,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 688-0078,Real Estate Management,2011,Real Estate Management,"$270,000",1 to 4,Unknown
Trillium Realty Advisors LLC,Mark,Bennison,83 Princeton Ave # 3c,Hopewell,NJ,08525,Mercer,"Trenton, NJ",(609) 466-0400,Real Estate Management,2000,Real Estate Management,"$379,000",1 to 4,Own
Trinity Real Estate,Business,Owner,52 Hockamick Rd,Cookstown,NJ,08511,Burlington,"Phl, PA-NJ-DE-MD",(609) 286-2894,Real Estate,2017,Real Estate,"$238,000",1 to 4,Lease
TRT 1100 Campus Road LLC,Business,Owner,1100 Campus Rd,Princeton,NJ,08540,Middlesex,"New York, NY-NJ",(609) 514-2680,Real Estate Management,2006,Real Estate Management,"$380,000",1 to 4,Own
Urban & Co Inc,Charles,Urban,178 Center St # 3,Clinton,NJ,08809,Hunterdon,"New York, NY-NJ",(908) 735-7110,Real Estate Management,2013,Real Estate Management,"$240,000",1 to 4,Unknown
VB Management,Business,Owner,212 Hamilton Blvd,South Plainfield,NJ,07080,Middlesex,"New York, NY-NJ",(908) 941-5778,Management Services,2011,Management Services,"$476,000",1 to 4,Lease
Veritas Real Estate,Stacy,Reiter,701 Route 73 N # 4,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 988-8880,Real Estate,2010,Real Estate,"$476,000",1 to 4,Lease
Weinroth & Assoc,Marc,Weinroth,6 Colonial Lake Dr # J,Lawrenceville,NJ,08648,Mercer,"Trenton, NJ",(609) 538-0900,Real Estate Management,1998,Real Estate Management,"$379,000",1 to 4,Lease
West State Street Properties,Business,Owner,128 W State St,Trenton,NJ,08608,Mercer,"Trenton, NJ",(609) 396-0537,Real Estate,2003,Real Estate,"$253,000",1 to 4,Own
Westgate Management Co,Michael,Feit,133 Franklin Corner Rd,Lawrenceville,NJ,08648,Mercer,"Trenton, NJ",(609) 895-8890,Real Estate Management,1984,Real Estate Management,"$885,000",5 to 9,Own
Whitebridge Village Club House,Business,Owner,900 Rabbit Run Rd,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 810-0225,Real Estate Management,2007,Real Estate Management,"$238,000",1 to 4,Own
Willingboro Senior Urban,Michele,Sloan,55 Sunset Rd,Willingboro,NJ,08046,Burlington,"Phl, PA-NJ-DE-MD",(609) 877-1549,Real Estate Management,2005,Real Estate Management,"$357,000",1 to 4,Own
Windsor Commons,Linda,Storch,1 Michele Ct,East Windsor,NJ,08520,Mercer,"Trenton, NJ",(609) 443-6100,Real Estate Management,1987,Real Estate Management,"$379,000",1 to 4,Unknown
Woodbridge Office Tower LLC,Lisa,Pollock,10 Woodbridge Center Dr,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 750-1111,Real Estate Management,2011,Real Estate Management,"$380,000",1 to 4,Unknown
Zimmer Commercial Real Est LLC,Gerald D,Zimmer,20000 Horizon Way # 200,Mount Laurel,NJ,08054,Burlington,"Phl, PA-NJ-DE-MD",(856) 996-2000,Real Estate,2010,Real Estate,"$357,000",1 to 4,Unknown
11 Commerce Court LLC,Business,Owner,11 Commerce Dr,Cranbury,NJ,08512,Middlesex,"New York, NY-NJ",(609) 395-9777,Real Estate Management,2013,Real Estate Management,"$380,000",1 to 4,Lease
1170 Route 27 Realty LLC,Rasail,Shatashnikov,1170 Raritan Ave,Highland Park,NJ,08904,Middlesex,"New York, NY-NJ",(732) 253-7600,Real Estate Management,2014,Real Estate Management,"$253,000",1 to 4,Lease
12 Ridge Assoc LLC,Business,Owner,12 Ridge St,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",(908) 766-0590,Real Estate Management,2007,Real Estate Management,"$270,000",1 to 4,Own
192 Route 22 LLC,Business,Owner,192 US Highway 22,Green Brook,NJ,08812,Somerset,"New York, NY-NJ",(732) 968-5076,Real Estate Management,2012,Real Estate Management,"$539,000",1 to 4,Lease
200 Buckelew LLC,Business,Owner,200 Buckelew Ave,Jamesburg,NJ,08831,Middlesex,"New York, NY-NJ",(732) 561-2479,Real Estate Management,2015,Real Estate Management,"$380,000",1 to 4,Own
2101 Realty LLC,Leon,Beyder,199 Main St # 2,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2019,Real Estate Management,"$380,000",1 to 4,Lease
305 Oss Unit Advisory Council,Business,Owner,1730 Vandenberg Ave,Joint Base Mdl,NJ,08641,Burlington,"Phl, PA-NJ-DE-MD",Not Available,Real Estate Management,2023,Real Estate Management,"$238,000",1 to 4,Own
50 Broad Ave Corp,Business,Owner,50 Seeley Ave,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2016,Real Estate Management,"$253,000",1 to 4,Own
500 College RD Venture LLC,Al,Delcasio,500 College Rd E,Princeton,NJ,08540,Middlesex,"New York, NY-NJ",(609) 520-9664,Real Estate Management,2022,Real Estate Management,"$127,000",1 to 4,Lease
646 Route 18 Corp,Business,Owner,646 State Route 18,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",(732) 257-1615,Real Estate Management,2013,Real Estate Management,"$506,000",1 to 4,Lease
A 2 Z Properties LLC,Yvonne,Leach,16 Rowland Dr,Hillsborough,NJ,08844,Somerset,"New York, NY-NJ",Not Available,Real Estate Management,2017,Real Estate Management,"$270,000",1 to 4,Unknown
ABC Real Estate LLC,Steven,Hercman,3705 Mercerville Quakerbridge,Trenton,NJ,08619,Mercer,"Trenton, NJ",(609) 689-4670,Real Estate Management,2003,Real Estate Management,"$379,000",1 to 4,Lease
Abodes Across America,Business,Owner,27 Agate Rd,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",(732) 296-1517,Real Estate Management,2012,Real Estate Management,"$253,000",1 to 4,Lease
Absolute Property Management,Business,Owner,2050 State Highway 27,Franklin Park,NJ,08823,Somerset,"New York, NY-NJ",(732) 297-3478,Real Estate Management,2009,Real Estate Management,"$405,000",1 to 4,Lease
Access Property Management,Scott,Ringer,4 Walter E Foran Blvd # 311,Flemington,NJ,08822,Hunterdon,"New York, NY-NJ",(908) 782-8424,Real Estate Management,2004,Real Estate Management,"$720,000",5 to 9,Unknown
Acv Property Management LLC,Kevin,Meyers,680 US Highway 130 # 9972,Trenton,NJ,08650,Mercer,"Trenton, NJ",(609) 447-0131,Real Estate Management,2014,Real Estate Management,"$632,000",5 to 9,Lease
Agarwal Realty LLC,Shantesh,Dalal,19 Bellavista Ct,Edison,NJ,08820,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2020,Real Estate Management,"$253,000",1 to 4,Unknown
Ajax Downtown LLC,Business,Owner,102 N Stockton St,Trenton,NJ,08618,Mercer,"Trenton, NJ",(609) 394-6762,Real Estate Management,2017,Real Estate Management,"$253,000",1 to 4,Own
Ajax Management,Business,Owner,202 E Hanover St,Trenton,NJ,08608,Mercer,"Trenton, NJ",(609) 393-1874,Real Estate Management,2017,Real Estate Management,"$253,000",1 to 4,Own
All County Premier Residential,Daniel,Goodman,2275 Highway 33 # 305,Trenton,NJ,08690,Mercer,"Trenton, NJ",(609) 629-3300,Real Estate Management,2024,Real Estate Management,"$379,000",1 to 4,Lease
Alla Nail,Business,Owner,1410 Parkway Ave # D,Ewing,NJ,08628,Mercer,"Trenton, NJ",(609) 883-7110,Real Estate Management,2009,Real Estate Management,"$506,000",1 to 4,Lease
Allcare Property Group Corp,Christina,Bekhit,9 Peggy Rd,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2017,Real Estate Management,"$253,000",1 to 4,Lease
Allied,Business,Owner,10 Simpson Pl,Metuchen,NJ,08840,Middlesex,"New York, NY-NJ",(732) 548-7308,Real Estate Management,2011,Real Estate Management,"$253,000",1 to 4,Lease
Anjc Council On Philanthropy,Business,Owner,3121 US Highway 22,Branchburg,NJ,08876,Somerset,"New York, NY-NJ",Not Available,Real Estate Management,2021,Real Estate Management,"$405,000",1 to 4,Lease
Arep Westgate I LLC,Business,Owner,477 Martinsville Rd,Bernardsville,NJ,07924,Somerset,"New York, NY-NJ",(908) 580-0023,Real Estate Management,2015,Real Estate Management,"$405,000",1 to 4,Own
B & D Holdings,Martin,Segal,67 Mountain Blvd Ext # 201,Warren,NJ,07059,Somerset,"New York, NY-NJ",(908) 279-7881,Real Estate Management,2015,Real Estate Management,"$405,000",1 to 4,Lease
Barsky Property Management LLC,Danielle,Drozdek,11 Seminary Ave,Hopewell,NJ,08525,Mercer,"Trenton, NJ",(609) 924-2267,Real Estate Management,2023,Real Estate Management,"$506,000",1 to 4,Unknown
Bart & Bart,Michael,Bart,104 Main St # 2,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 634-5680,Real Estate Management,1984,Real Estate Management,"$380,000",1 to 4,Unknown
Bayville Holdings LLC,Business,Owner,143 E State St # 4,Trenton,NJ,08608,Mercer,"Trenton, NJ",(609) 393-7230,Real Estate Management,2008,Real Estate Management,"$506,000",1 to 4,Own
Beacon Hill At Vanderhaven Frm,Miranda,Lardieri,4300 Winder Dr,Bridgewater,NJ,08807,Somerset,"New York, NY-NJ",(908) 707-0163,Real Estate Management,2006,Real Estate Management,"$405,000",1 to 4,Own
Blue Sky Properties LLC,Business,Owner,6 Claremont Rd,Bernardsville,NJ,07924,Somerset,"New York, NY-NJ",(908) 373-2050,Real Estate Management,2019,Real Estate Management,"$270,000",1 to 4,Own
Bradley Graphic Communications,John,Wilson,5 Maureen Ct,Edison,NJ,08820,Middlesex,"New York, NY-NJ",(732) 548-9600,Real Estate Management,2007,Real Estate Management,"$632,000",5 to 9,Own
Brandon Farms Property ASC,Kathy,Fazzaro,1202 Pebble Creek Ct,Pennington,NJ,08534,Mercer,"Trenton, NJ",(609) 737-9058,Real Estate Management,2008,Real Estate Management,"$506,000",1 to 4,Lease
Bridgepoint At Harbor Heights,Business,Owner,Alexandria Pkwy,Old Bridge,NJ,08857,Middlesex,"New York, NY-NJ",(732) 290-1111,Real Estate Management,2012,Real Estate Management,"$253,000",1 to 4,Own
Brookville Commons LLC,Eli,Mendlovitz,333 Clearfield Ave # 1,Trenton,NJ,08618,Mercer,"Trenton, NJ",(609) 396-0200,Real Estate Management,1992,Real Estate Management,"$253,000",1 to 4,Lease
C-Star REALTY Nc LLC,Business,Owner,709 Eagles Chase Dr,Lawrenceville,NJ,08648,Mercer,"Trenton, NJ",Not Available,Real Estate Management,2019,Real Estate Management,"$253,000",1 to 4,Unknown
Camelot At Helmetta Urban RNWL,Business,Owner,2100a Camelot Ct,Helmetta,NJ,08828,Middlesex,"New York, NY-NJ",(732) 656-5910,Real Estate Management,2018,Real Estate Management,"$253,000",1 to 4,Own
Casel Realty,Elizabeth,Dubner,4202 Route 130,Willingboro,NJ,08046,Burlington,"Phl, PA-NJ-DE-MD",(609) 877-5000,Real Estate Management,2009,Real Estate Management,"$476,000",1 to 4,Lease
Cedar Manor Developers LLC,Christine,Tassone,102 Pierce St,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 469-0233,Real Estate Management,2008,Real Estate Management,"$405,000",1 to 4,Own
Cedars At Basking Ridge Condo,Business,Owner,301 Arrowood Way,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",(908) 580-0509,Real Estate Management,1996,Real Estate Management,"$135,000",1 to 4,Lease
Chasbob Inc,Karen,Quigley,775 Mountain Blvd # 7,Watchung,NJ,07069,Somerset,"New York, NY-NJ",(908) 668-0284,Real Estate Management,2015,Real Estate Management,"$405,000",1 to 4,Lease
Cis Management Inc,Business,Owner,201 Crosswicks St,Bordentown,NJ,08505,Burlington,"Phl, PA-NJ-DE-MD",(609) 298-2229,Real Estate Management,2019,Real Estate Management,"$357,000",1 to 4,Own
CJC Investments LLC,Mito,Cammisa,1501 Genesee St,Hamilton,NJ,08610,Mercer,"Trenton, NJ",(609) 989-8088,Real Estate Management,2002,Real Estate Management,"$379,000",1 to 4,Own
CMS Property Management,Edward,Griffin,33 Brunswick Woods Dr,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",(732) 838-3000,Real Estate Management,2023,Real Estate Management,"$632,000",5 to 9,Lease
College Crossings LLC,David,Adams,130 Bayard St,New Brunswick,NJ,08901,Middlesex,"New York, NY-NJ",(732) 640-1030,Real Estate Management,2020,Real Estate Management,"$506,000",1 to 4,Unknown
Construction Management Assoc,Mitchell,Broder,94 Bayard St,New Brunswick,NJ,08901,Middlesex,"New York, NY-NJ",(732) 246-7048,Real Estate Management,2010,Real Estate Management,"$380,000",1 to 4,Own
Council Of NJ Grantmakers Inc,Business,Owner,1977 N Olden Avenue Ext,Ewing,NJ,08618,Mercer,"Trenton, NJ",Not Available,Real Estate Management,2022,Real Estate Management,"$379,000",1 to 4,Unknown
Cranbury Road LLC,Business,Owner,385 Cranbury Rd,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",(732) 698-7722,Real Estate Management,2013,Real Estate Management,"$506,000",1 to 4,Own
CSM Property Management LLC,Michelle,Mather,66 N Main St,Medford,NJ,08055,Burlington,"Phl, PA-NJ-DE-MD",(609) 714-8400,Real Estate Management,2015,Real Estate Management,"$357,000",1 to 4,Unknown
Davenport Village,Krista,Bagot,301 Davenport Ave,Hainesport,NJ,08036,Burlington,"Phl, PA-NJ-DE-MD",(609) 702-0138,Real Estate Management,2005,Real Estate Management,"$119,000",1 to 4,Unknown
Deer Valley Realty,Business,Owner,82 Truman Ave,Princeton,NJ,08540,Somerset,"New York, NY-NJ",(609) 924-2727,Real Estate Management,2008,Real Estate Management,"$135,000",1 to 4,Unknown
Deutsch Property Management,Business,Owner,212 W Main St,Somerville,NJ,08876,Somerset,"New York, NY-NJ",(908) 707-1781,Real Estate Management,2012,Real Estate Management,"$270,000",1 to 4,Lease
Diane Armstrong Realty LLC,Diane E,Armstrong,2013 Park Ave,South Plainfield,NJ,07080,Middlesex,"New York, NY-NJ",(908) 769-9000,Real Estate Management,2013,Real Estate Management,"$506,000",1 to 4,Own
Dipti Purohit-Orange Key Rlty,Dipti,Purohit,863 Georges Rd,Monmouth Junction,NJ,08852,Middlesex,"New York, NY-NJ",(917) 324-2423,Real Estate Management,2023,Real Estate Management,"$127,000",1 to 4,Lease
Durham Ave LLC,Business,Owner,295 Durham Ave # 101,South Plainfield,NJ,07080,Middlesex,"New York, NY-NJ",(908) 205-0617,Real Estate Management,2008,Real Estate Management,"$506,000",1 to 4,Lease
East Asia Regl Council Of Sch,Business,Owner,PO Box 5910,Princeton,NJ,08543,Mercer,"Trenton, NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$379,000",1 to 4,Own
East Brunswick Corporate Ctr,Business,Owner,754 State Route 18,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",(732) 238-2334,Real Estate Management,1990,Real Estate Management,"$127,000",1 to 4,Unknown
Eastern States Properties,Scott,Plapinger,6 Colonial Lake Dr # A,Trenton,NJ,08648,Mercer,"Trenton, NJ",(609) 883-5711,Real Estate Management,2008,Real Estate Management,"$379,000",1 to 4,Lease
Edgewater Commons LLC,Business,Owner,393 Route 31 N,Ringoes,NJ,08551,Hunterdon,"New York, NY-NJ",(609) 526-2489,Real Estate Management,2017,Real Estate Management,"$240,000",1 to 4,Unknown
Edison Glen Assoc,Business,Owner,1800 U S Highway No 1,Edison,NJ,08820,Middlesex,"New York, NY-NJ",(732) 549-9695,Real Estate Management,1987,Real Estate Management,"$632,000",5 to 9,Lease
Edison Housing Auth Relocation,Business,Owner,1085 Inman Ave,Edison,NJ,08820,Middlesex,"New York, NY-NJ",(908) 754-2530,Real Estate Management,2007,Real Estate Management,"$632,000",5 to 9,Lease
EFI,Business,Owner,1 Snowdon Ln,Willingboro,NJ,08046,Burlington,"Phl, PA-NJ-DE-MD",(609) 871-1138,Real Estate Management,2008,Real Estate Management,"$238,000",1 to 4,Unknown
Emess Management,Sandy,Perez,601 Bound Brook Rd # 200,Middlesex,NJ,08846,Middlesex,"New York, NY-NJ",(732) 424-9440,Real Estate Management,2005,Real Estate Management,"$632,000",5 to 9,Lease
Empire Ramblewood LLC,Business,Owner,4201 Church Rd,Mount Laurel,NJ,08054,Burlington,"Phl, PA-NJ-DE-MD",(856) 722-5162,Real Estate Management,2005,Real Estate Management,"$238,000",1 to 4,Own
Enclave,Gabriella,Vasquez,100 Canal Walk Blvd,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 412-7618,Real Estate Management,2013,Real Estate Management,"$270,000",1 to 4,Lease
Erin Mcmanus-Keyes Hunterdon,Erin,Mcmanus,60 Wilson St,Lambertville,NJ,08530,Hunterdon,"New York, NY-NJ",(609) 516-1985,Real Estate Management,2023,Real Estate Management,"$120,000",1 to 4,Lease
Esperanza Apartments,Tara,Medina,10 Wood St,Trenton,NJ,08618,Mercer,"Trenton, NJ",(609) 396-2690,Real Estate Management,2001,Real Estate Management,"$506,000",1 to 4,Lease
Everest Healthcare Svc,Al,Lewis,3840 Park Ave # 204,Edison,NJ,08820,Middlesex,"New York, NY-NJ",(732) 548-1266,Real Estate Management,2008,Real Estate Management,"$759,000",5 to 9,Lease
Executive Property Management,Len,Barber,408 Towne Centre Dr,North Brunswick,NJ,08902,Middlesex,"New York, NY-NJ",(732) 821-3224,Real Estate Management,2001,Real Estate Management,"$506,000",1 to 4,Own
Fairfield Properties LLC,Business,Owner,15 Victory Plz,South Amboy,NJ,08879,Middlesex,"New York, NY-NJ",(732) 721-1871,Real Estate Management,2011,Real Estate Management,"$380,000",1 to 4,Own
Farm Property LLC,Business,Owner,91 Hillcrest Rd,Whitehouse Station,NJ,08889,Hunterdon,"New York, NY-NJ",(908) 806-8410,Real Estate Management,2013,Real Estate Management,"$360,000",1 to 4,Own
Finomus Somerville R E Hldngs,Rupal,Patel,163 Washington Vly Rd # 104,Warren,NJ,07059,Somerset,"New York, NY-NJ",Not Available,Real Estate Management,2016,Real Estate Management,"$405,000",1 to 4,Lease
Frazier Fame Realty LLC,Business,Owner,1075 Easton Ave,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 889-8048,Real Estate Management,2022,Real Estate Management,"$405,000",1 to 4,Own
Freedman Cohen Development,Business,Owner,701 E Gate Dr,Mount Laurel,NJ,08054,Burlington,"Phl, PA-NJ-DE-MD",(856) 235-1788,Real Estate Management,2011,Real Estate Management,"$357,000",1 to 4,Lease
Frieman Realty,Richard,Rosen,21 Chambers St # 1,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 921-6665,Real Estate Management,1995,Real Estate Management,"$632,000",5 to 9,Own
Fruscione Co LLC,Joseph,Fruscione,4621 Nottingham Way # A,Trenton,NJ,08690,Mercer,"Trenton, NJ",(609) 586-2000,Real Estate Management,2013,Real Estate Management,"$506,000",1 to 4,Lease
Gables At Applegarth Vlg LLC,Business,Owner,2 Gables Way,Monroe,NJ,08831,Middlesex,"New York, NY-NJ",(856) 318-1649,Real Estate Management,2016,Real Estate Management,"$253,000",1 to 4,Unknown
Gale & Wentworth Inc,John,Derderian,197 State Route 18,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",(732) 249-7529,Real Estate Management,2001,Real Estate Management,"$632,000",5 to 9,Own
Gale & Wentworth Inc,Business,Owner,101 Business Park Dr,Skillman,NJ,08558,Somerset,"New York, NY-NJ",(609) 497-9206,Real Estate Management,2005,Real Estate Management,"$405,000",1 to 4,Lease
Garden Properties LLC,Nagarjuna R,Thota,10 Schalks Crossing Rd # 23,Plainsboro,NJ,08536,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2016,Real Estate Management,"$632,000",5 to 9,Lease
Gateway At Royce Brook Leasing,Business,Owner,23 Gateway Blvd,Hillsborough,NJ,08844,Somerset,"New York, NY-NJ",(908) 262-7735,Real Estate Management,2013,Real Estate Management,"$270,000",1 to 4,Unknown
Gilette Enterprises Inc,Business,Owner,4450 Bordentown Ave,Sayreville,NJ,08872,Middlesex,"New York, NY-NJ",(732) 257-3239,Real Estate Management,2011,Real Estate Management,"$253,000",1 to 4,Own
Gladstone Property Management,Business,Owner,350 Main St,Bedminster,NJ,07921,Somerset,"New York, NY-NJ",(908) 234-2700,Real Estate Management,2020,Real Estate Management,"$270,000",1 to 4,Lease
Harary Group,Business,Owner,275 State Route 18,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",(732) 238-3311,Real Estate Management,2019,Real Estate Management,"$380,000",1 to 4,Lease
Harary Group,Leon,Harary,2400 US Highway 1,North Brunswick,NJ,08902,Middlesex,"New York, NY-NJ",(732) 238-3311,Real Estate Management,1984,Real Estate Management,"$380,000",1 to 4,Lease
Hercules Holding Co,Business,Owner,365 New Albany Rd,Moorestown,NJ,08057,Burlington,"Phl, PA-NJ-DE-MD",(856) 231-1404,Real Estate Management,2005,Real Estate Management,"$951,000",5 to 9,Lease
Hilton Management LLC,Luke,Marsden,902 Carnegie Ctr # 400,Princeton,NJ,08540,Mercer,"Trenton, NJ",(609) 936-8355,Real Estate Management,2016,Real Estate Management,"$379,000",1 to 4,Own
Homestead Management Svc Inc,Denise,Becker,284 US Highway 206 # D,Hillsborough,NJ,08844,Somerset,"New York, NY-NJ",(908) 874-6991,Real Estate Management,2012,Real Estate Management,"$539,000",1 to 4,Lease
